Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,season,game_id
1.0,Fri,2022-08-05,20:30,Eint Frankfurt,Bayern Munich,0.9,4.0,1–6,2022-2023,0
1.0,Sat,2022-08-06,15:30,Wolfsburg,Werder Bremen,1.0,0.8,2–2,2022-2023,1
1.0,Sat,2022-08-06,15:30,Augsburg,Freiburg,0.7,1.2,0–4,2022-2023,2
1.0,Sat,2022-08-06,15:30,Union Berlin,Hertha BSC,1.0,0.3,3–1,2022-2023,3
1.0,Sat,2022-08-06,15:30,Gladbach,Hoffenheim,1.9,0.1,3–1,2022-2023,4
1.0,Sat,2022-08-06,15:30,Bochum,Mainz 05,0.9,1.4,1–2,2022-2023,5
1.0,Sat,2022-08-06,18:30,Dortmund,Leverkusen,1.8,1.3,1–0,2022-2023,6
1.0,Sun,2022-08-07,15:30,Stuttgart,RB Leipzig,0.8,1.6,1–1,2022-2023,7
1.0,Sun,2022-08-07,17:30,Köln,Schalke 04,4.1,0.2,3–1,2022-2023,8
2.0,Fri,2022-08-12,20:30,Freiburg,Dortmund,1.0,1.1,1–3,2022-2023,9
2.0,Sat,2022-08-13,15:30,Hoffenheim,Bochum,2.6,1.5,3–2,2022-2023,10
2.0,Sat,2022-08-13,15:30,Werder Bremen,Stuttgart,0.5,1.4,2–2,2022-2023,11
2.0,Sat,2022-08-13,15:30,Leverkusen,Augsburg,2.5,0.4,1–2,2022-2023,12
2.0,Sat,2022-08-13,15:30,RB Leipzig,Köln,1.0,1.5,2–2,2022-2023,13
2.0,Sat,2022-08-13,15:30,Hertha BSC,Eint Frankfurt,1.7,1.6,1–1,2022-2023,14
2.0,Sat,2022-08-13,18:30,Schalke 04,Gladbach,1.4,1.3,2–2,2022-2023,15
2.0,Sun,2022-08-14,15:30,Mainz 05,Union Berlin,0.7,0.4,0–0,2022-2023,16
2.0,Sun,2022-08-14,17:30,Bayern Munich,Wolfsburg,2.0,0.5,2–0,2022-2023,17
3.0,Fri,2022-08-19,20:30,Gladbach,Hertha BSC,2.7,1.0,1–0,2022-2023,18
3.0,Sat,2022-08-20,15:30,Leverkusen,Hoffenheim,1.2,1.5,0–3,2022-2023,19
3.0,Sat,2022-08-20,15:30,Augsburg,Mainz 05,0.5,2.1,1–2,2022-2023,20
3.0,Sat,2022-08-20,15:30,Stuttgart,Freiburg,0.9,0.6,0–1,2022-2023,21
3.0,Sat,2022-08-20,15:30,Dortmund,Werder Bremen,0.5,1.3,2–3,2022-2023,22
3.0,Sat,2022-08-20,15:30,Wolfsburg,Schalke 04,1.3,1.1,0–0,2022-2023,23
3.0,Sat,2022-08-20,18:30,Union Berlin,RB Leipzig,0.7,0.9,2–1,2022-2023,24
3.0,Sun,2022-08-21,15:30,Eint Frankfurt,Köln,0.9,0.3,1–1,2022-2023,25
3.0,Sun,2022-08-21,17:30,Bochum,Bayern Munich,0.7,2.9,0–7,2022-2023,26
4.0,Fri,2022-08-26,20:30,Freiburg,Bochum,3.9,1.2,1–0,2022-2023,27
4.0,Sat,2022-08-27,15:30,Hoffenheim,Augsburg,1.9,0.6,1–0,2022-2023,28
4.0,Sat,2022-08-27,15:30,Mainz 05,Leverkusen,1.4,1.9,0–3,2022-2023,29
4.0,Sat,2022-08-27,15:30,RB Leipzig,Wolfsburg,3.5,0.5,2–0,2022-2023,30
4.0,Sat,2022-08-27,15:30,Schalke 04,Union Berlin,1.9,1.1,1–6,2022-2023,31
4.0,Sat,2022-08-27,15:30,Hertha BSC,Dortmund,0.5,2.7,0–1,2022-2023,32
4.0,Sat,2022-08-27,18:30,Bayern Munich,Gladbach,2.8,0.5,1–1,2022-2023,33
4.0,Sun,2022-08-28,15:30,Köln,Stuttgart,0.6,2.1,0–0,2022-2023,34
4.0,Sun,2022-08-28,17:30,Werder Bremen,Eint Frankfurt,1.8,1.8,3–4,2022-2023,35
5.0,Fri,2022-09-02,20:30,Dortmund,Hoffenheim,2.0,0.5,1–0,2022-2023,36
5.0,Sat,2022-09-03,15:30,Stuttgart,Schalke 04,0.6,2.3,1–1,2022-2023,37
5.0,Sat,2022-09-03,15:30,Bochum,Werder Bremen,0.8,2.0,0–2,2022-2023,38
5.0,Sat,2022-09-03,15:30,Union Berlin,Bayern Munich,0.3,1.5,1–1,2022-2023,39
5.0,Sat,2022-09-03,15:30,Leverkusen,Freiburg,1.8,1.9,2–3,2022-2023,40
5.0,Sat,2022-09-03,15:30,Wolfsburg,Köln,1.0,2.7,2–4,2022-2023,41
5.0,Sat,2022-09-03,18:30,Eint Frankfurt,RB Leipzig,3.1,0.2,4–0,2022-2023,42
5.0,Sun,2022-09-04,15:30,Augsburg,Hertha BSC,0.4,2.1,0–2,2022-2023,43
5.0,Sun,2022-09-04,17:30,Gladbach,Mainz 05,1.2,0.6,0–1,2022-2023,44
6.0,Fri,2022-09-09,20:30,Werder Bremen,Augsburg,1.3,1.0,0–1,2022-2023,45
6.0,Sat,2022-09-10,15:30,Bayern Munich,Stuttgart,2.2,1.2,2–2,2022-2023,46
6.0,Sat,2022-09-10,15:30,Eint Frankfurt,Wolfsburg,0.7,1.0,0–1,2022-2023,47
6.0,Sat,2022-09-10,15:30,Hertha BSC,Leverkusen,1.9,1.3,2–2,2022-2023,48
6.0,Sat,2022-09-10,15:30,Hoffenheim,Mainz 05,4.2,0.7,4–1,2022-2023,49
6.0,Sat,2022-09-10,15:30,RB Leipzig,Dortmund,2.0,0.6,3–0,2022-2023,50
6.0,Sat,2022-09-10,18:30,Schalke 04,Bochum,1.5,1.1,3–1,2022-2023,51
6.0,Sun,2022-09-11,15:30,Köln,Union Berlin,0.6,1.5,0–1,2022-2023,52
6.0,Sun,2022-09-11,17:30,Freiburg,Gladbach,1.1,1.2,0–0,2022-2023,53
7.0,Fri,2022-09-16,20:30,Mainz 05,Hertha BSC,0.7,0.4,1–1,2022-2023,54
7.0,Sat,2022-09-17,15:30,Dortmund,Schalke 04,1.8,0.1,1–0,2022-2023,55
7.0,Sat,2022-09-17,15:30,Leverkusen,Werder Bremen,1.8,2.1,1–1,2022-2023,56
7.0,Sat,2022-09-17,15:30,Stuttgart,Eint Frankfurt,1.0,1.0,1–3,2022-2023,57
7.0,Sat,2022-09-17,15:30,Augsburg,Bayern Munich,1.7,1.6,1–0,2022-2023,58
7.0,Sat,2022-09-17,18:30,Gladbach,RB Leipzig,2.7,0.9,3–0,2022-2023,59
7.0,Sun,2022-09-18,15:30,Union Berlin,Wolfsburg,1.4,0.3,2–0,2022-2023,60
7.0,Sun,2022-09-18,17:30,Bochum,Köln,0.2,2.1,1–1,2022-2023,61
7.0,Sun,2022-09-18,19:30,Hoffenheim,Freiburg,0.7,1.0,0–0,2022-2023,62
8.0,Fri,2022-09-30,20:30,Bayern Munich,Leverkusen,1.9,0.8,4–0,2022-2023,63
8.0,Sat,2022-10-01,15:30,Freiburg,Mainz 05,2.0,1.6,2–1,2022-2023,64
8.0,Sat,2022-10-01,15:30,Eint Frankfurt,Union Berlin,0.8,1.0,2–0,2022-2023,65
8.0,Sat,2022-10-01,15:30,Köln,Dortmund,1.9,2.5,3–2,2022-2023,66
8.0,Sat,2022-10-01,15:30,Wolfsburg,Stuttgart,2.0,1.5,3–2,2022-2023,67
8.0,Sat,2022-10-01,15:30,RB Leipzig,Bochum,3.9,0.1,4–0,2022-2023,68
8.0,Sat,2022-10-01,18:30,Werder Bremen,Gladbach,1.9,2.3,5–1,2022-2023,69
8.0,Sun,2022-10-02,15:30,Hertha BSC,Hoffenheim,0.9,1.4,1–1,2022-2023,70
8.0,Sun,2022-10-02,17:30,Schalke 04,Augsburg,1.8,1.4,2–3,2022-2023,71
9.0,Fri,2022-10-07,20:30,Hoffenheim,Werder Bremen,1.7,1.3,1–2,2022-2023,72
9.0,Sat,2022-10-08,15:30,Bochum,Eint Frankfurt,0.6,0.9,3–0,2022-2023,73
9.0,Sat,2022-10-08,15:30,Mainz 05,RB Leipzig,0.6,1.0,1–1,2022-2023,74
9.0,Sat,2022-10-08,15:30,Augsburg,Wolfsburg,2.0,1.8,1–1,2022-2023,75
9.0,Sat,2022-10-08,15:30,Leverkusen,Schalke 04,1.5,0.4,4–0,2022-2023,76
9.0,Sat,2022-10-08,18:30,Dortmund,Bayern Munich,1.6,0.6,2–2,2022-2023,77
9.0,Sun,2022-10-09,15:30,Gladbach,Köln,3.0,1.3,5–2,2022-2023,78
9.0,Sun,2022-10-09,17:30,Hertha BSC,Freiburg,1.6,1.0,2–2,2022-2023,79
9.0,Sun,2022-10-09,19:30,Stuttgart,Union Berlin,1.0,0.7,0–1,2022-2023,80
10.0,Fri,2022-10-14,20:30,Schalke 04,Hoffenheim,0.7,3.2,0–3,2022-2023,81
10.0,Sat,2022-10-15,15:30,Wolfsburg,Gladbach,1.8,0.8,2–2,2022-2023,82
10.0,Sat,2022-10-15,15:30,Eint Frankfurt,Leverkusen,3.9,0.4,5–1,2022-2023,83
10.0,Sat,2022-10-15,15:30,Werder Bremen,Mainz 05,1.3,1.1,0–2,2022-2023,84
10.0,Sat,2022-10-15,15:30,Stuttgart,Bochum,2.2,1.6,4–1,2022-2023,85
10.0,Sat,2022-10-15,18:30,RB Leipzig,Hertha BSC,2.9,2.3,3–2,2022-2023,86
10.0,Sun,2022-10-16,15:30,Köln,Augsburg,1.5,0.4,3–2,2022-2023,87
10.0,Sun,2022-10-16,17:30,Union Berlin,Dortmund,1.9,0.8,2–0,2022-2023,88
10.0,Sun,2022-10-16,19:30,Bayern Munich,Freiburg,2.1,0.3,5–0,2022-2023,89
11.0,Fri,2022-10-21,20:30,Mainz 05,Köln,1.9,0.7,5–0,2022-2023,90
11.0,Sat,2022-10-22,15:30,Leverkusen,Wolfsburg,2.2,1.2,2–2,2022-2023,91
11.0,Sat,2022-10-22,15:30,Hoffenheim,Bayern Munich,0.8,2.4,0–2,2022-2023,92
11.0,Sat,2022-10-22,15:30,Dortmund,Stuttgart,2.6,1.0,5–0,2022-2023,93
11.0,Sat,2022-10-22,15:30,Freiburg,Werder Bremen,2.9,0.5,2–0,2022-2023,94
11.0,Sat,2022-10-22,15:30,Augsburg,RB Leipzig,1.6,2.4,3–3,2022-2023,95
11.0,Sat,2022-10-22,18:30,Gladbach,Eint Frankfurt,1.0,1.9,1–3,2022-2023,96
11.0,Sun,2022-10-23,15:30,Bochum,Union Berlin,1.1,1.0,2–1,2022-2023,97
11.0,Sun,2022-10-23,17:30,Hertha BSC,Schalke 04,0.8,0.6,2–1,2022-2023,98
12.0,Fri,2022-10-28,20:30,Werder Bremen,Hertha BSC,1.3,0.4,1–0,2022-2023,99
12.0,Sat,2022-10-29,15:30,Bayern Munich,Mainz 05,3.1,2.2,6–2,2022-2023,100
12.0,Sat,2022-10-29,15:30,Wolfsburg,Bochum,2.0,0.5,4–0,2022-2023,101
12.0,Sat,2022-10-29,15:30,RB Leipzig,Leverkusen,1.2,0.1,2–0,2022-2023,102
12.0,Sat,2022-10-29,15:30,Stuttgart,Augsburg,2.6,1.0,2–1,2022-2023,103
12.0,Sat,2022-10-29,18:30,Eint Frankfurt,Dortmund,1.9,0.6,1–2,2022-2023,104
12.0,Sun,2022-10-30,15:30,Union Berlin,Gladbach,0.9,1.0,2–1,2022-2023,105
12.0,Sun,2022-10-30,17:30,Schalke 04,Freiburg,0.6,2.3,0–2,2022-2023,106
12.0,Sun,2022-10-30,19:30,Köln,Hoffenheim,1.2,0.9,1–1,2022-2023,107
13.0,Fri,2022-11-04,20:30,Gladbach,Stuttgart,0.9,1.1,3–1,2022-2023,108
13.0,Sat,2022-11-05,15:30,Dortmund,Bochum,1.5,0.6,3–0,2022-2023,109
13.0,Sat,2022-11-05,15:30,Mainz 05,Wolfsburg,1.0,0.6,0–3,2022-2023,110
13.0,Sat,2022-11-05,15:30,Augsburg,Eint Frankfurt,1.2,1.2,1–2,2022-2023,111
13.0,Sat,2022-11-05,15:30,Hertha BSC,Bayern Munich,1.2,1.9,2–3,2022-2023,112
13.0,Sat,2022-11-05,15:30,Hoffenheim,RB Leipzig,0.9,1.7,1–3,2022-2023,113
13.0,Sat,2022-11-05,18:30,Werder Bremen,Schalke 04,1.0,1.4,2–1,2022-2023,114
13.0,Sun,2022-11-06,15:30,Leverkusen,Union Berlin,1.9,0.3,5–0,2022-2023,115
13.0,Sun,2022-11-06,17:30,Freiburg,Köln,1.4,0.5,2–0,2022-2023,116
14.0,Tue,2022-11-08,18:30,Wolfsburg,Dortmund,2.4,1.6,2–0,2022-2023,117
14.0,Tue,2022-11-08,20:30,Stuttgart,Hertha BSC,2.0,0.7,2–1,2022-2023,118
14.0,Tue,2022-11-08,20:30,Bochum,Gladbach,2.0,0.8,2–1,2022-2023,119
14.0,Tue,2022-11-08,20:30,Bayern Munich,Werder Bremen,4.4,1.3,6–1,2022-2023,120
14.0,Wed,2022-11-09,18:30,Köln,Leverkusen,1.4,1.4,1–2,2022-2023,121
14.0,Wed,2022-11-09,20:30,Union Berlin,Augsburg,1.2,0.6,2–2,2022-2023,122
14.0,Wed,2022-11-09,20:30,Schalke 04,Mainz 05,1.5,0.8,1–0,2022-2023,123
14.0,Wed,2022-11-09,20:30,RB Leipzig,Freiburg,2.9,0.2,3–1,2022-2023,124
14.0,Wed,2022-11-09,20:30,Eint Frankfurt,Hoffenheim,2.8,1.8,4–2,2022-2023,125
15.0,Fri,2022-11-11,20:30,Gladbach,Dortmund,2.1,3.0,4–2,2022-2023,126
15.0,Sat,2022-11-12,15:30,Augsburg,Bochum,2.2,1.1,0–1,2022-2023,127
15.0,Sat,2022-11-12,15:30,Hoffenheim,Wolfsburg,1.4,0.7,1–2,2022-2023,128
15.0,Sat,2022-11-12,15:30,Werder Bremen,RB Leipzig,0.9,1.7,1–2,2022-2023,129
15.0,Sat,2022-11-12,15:30,Hertha BSC,Köln,1.8,1.8,2–0,2022-2023,130
15.0,Sat,2022-11-12,15:30,Leverkusen,Stuttgart,1.6,0.3,2–0,2022-2023,131
15.0,Sat,2022-11-12,18:30,Schalke 04,Bayern Munich,0.8,1.9,0–2,2022-2023,132
15.0,Sun,2022-11-13,15:30,Mainz 05,Eint Frankfurt,1.5,1.8,1–1,2022-2023,133
15.0,Sun,2022-11-13,17:30,Freiburg,Union Berlin,2.3,1.7,4–1,2022-2023,134
16.0,Fri,2023-01-20,20:30,RB Leipzig,Bayern Munich,0.7,0.7,1–1,2022-2023,135
16.0,Sat,2023-01-21,15:30,Union Berlin,Hoffenheim,2.9,1.0,3–1,2022-2023,136
16.0,Sat,2023-01-21,15:30,Stuttgart,Mainz 05,1.6,1.4,1–1,2022-2023,137
16.0,Sat,2023-01-21,15:30,Bochum,Hertha BSC,1.6,0.9,3–1,2022-2023,138
16.0,Sat,2023-01-21,15:30,Wolfsburg,Freiburg,2.7,0.7,6–0,2022-2023,139
16.0,Sat,2023-01-21,15:30,Eint Frankfurt,Schalke 04,1.2,1.8,3–0,2022-2023,140
16.0,Sat,2023-01-21,18:30,Köln,Werder Bremen,3.0,0.3,7–1,2022-2023,141
16.0,Sun,2023-01-22,15:30,Dortmund,Augsburg,2.9,1.7,4–3,2022-2023,142
16.0,Sun,2023-01-22,17:30,Gladbach,Leverkusen,1.0,2.0,2–3,2022-2023,143
17.0,Tue,2023-01-24,18:30,Schalke 04,RB Leipzig,0.7,2.7,1–6,2022-2023,144
17.0,Tue,2023-01-24,20:30,Hoffenheim,Stuttgart,2.0,0.8,2–2,2022-2023,145
17.0,Tue,2023-01-24,20:30,Hertha BSC,Wolfsburg,0.4,3.1,0–5,2022-2023,146
17.0,Tue,2023-01-24,20:30,Bayern Munich,Köln,1.4,0.8,1–1,2022-2023,147
17.0,Wed,2023-01-25,18:30,Mainz 05,Dortmund,1.2,1.5,1–2,2022-2023,148
17.0,Wed,2023-01-25,20:30,Werder Bremen,Union Berlin,0.6,1.1,1–2,2022-2023,149
17.0,Wed,2023-01-25,20:30,Freiburg,Eint Frankfurt,1.9,0.2,1–1,2022-2023,150
17.0,Wed,2023-01-25,20:30,Augsburg,Gladbach,0.9,0.3,1–0,2022-2023,151
17.0,Wed,2023-01-25,20:30,Leverkusen,Bochum,1.7,0.7,2–0,2022-2023,152
